,sale_center_id,county,cust_id,busi_addr,address
12132,1111430505,邵东县,5021971176,湖南省邵阳市邵东县佘田桥镇西塘村辖神组7号,佘田桥镇西塘村辖神组7号
12133,1111430505,邵东县,5021971100,湖南省邵阳市邵东县宋家塘湾林路71号,宋家塘湾林路71号
12134,1111430505,邵东县,5021971164,湖南省邵阳市邵东县黑田铺镇仰山殿村5组,黑田铺镇仰山殿村5组
12135,1111430505,邵东县,5021971144,湖南省邵阳市邵东县宋家塘办事处金富路南面28-32号,宋家塘办事处金富路南面28-32号
12136,1111430505,邵东县,5021971193,湖南省邵阳市邵东县宋家塘办事处建设西路68号,宋家塘办事处建设西路68号
12137,1111430505,邵东县,5021971205,湖南省邵阳市邵东县宋家塘办事处东方巴黎A栋1单元104室,宋家塘办事处东方巴黎A栋1单元104室
12138,1111430505,邵东县,5021971212,湖南省邵阳市邵东县大禾塘金鸡路108号,大禾塘金鸡路108号
12139,1111430505,邵东县,5021971118,邵东县黑田铺镇光明村,黑田铺镇光明村
12140,1111430505,邵东县,5021971162,湖南省邵阳市邵东县黑田铺镇城北新村洲河片5组,黑田铺镇城北新村洲河片5组
12141,1111430505,邵东县,5021971204,湖南省邵阳市邵东县两市塘办事处青年路53号,两市塘办事处青年路53号
12142,1111430505,邵东县,5021971198,湖南省邵阳市邵东县牛马司镇水井头村城东路,牛马司镇水井头村城东路
12143,1111430505,邵东县,5021971218,湖南省邵阳市邵东县大禾塘五金城常达路1号,大禾塘五金城常达路1号
12144,1111430505,邵东县,5021971202,湖南省邵阳市邵东县简家陇镇高桥村细坝组,简家陇镇高桥村细坝组
